,mixture_audio_filename,bg_classname,bg_path,ebr,event_present,event,event_length
29,mixture_evaltest_babycry_029_f800c3cc5ffb1a564936c4515efebd00.wav,office,audio/276.wav,6.0,True,babycry,2.780000000000001
30,mixture_evaltest_babycry_030_98e0bef870b2f8746bc49ee0aa4c63d4.wav,grocery_store,audio/252.wav,0.0,False,,
31,mixture_evaltest_babycry_031_80319cb23891fbcf83123c2590bc1ef9.wav,forest_path,audio/320.wav,0.0,False,,
32,mixture_evaltest_babycry_032_264e5e93f1892ff0d9d1e552853c273c.wav,park,audio/62.wav,6.0,True,babycry,3.140000000000015
33,mixture_evaltest_babycry_033_892edecf2eae808e65a8346911c60d3b.wav,park,audio/340.wav,0.0,False,,
34,mixture_evaltest_babycry_034_d390446f63c4e7901c440f13faccd127.wav,residential_area,audio/157.wav,0.0,False,,
35,mixture_evaltest_babycry_035_102431535c03396c648792cfa0f7c7a4.wav,train,audio/325.wav,6.0,True,babycry,1.5399999999999991
36,mixture_evaltest_babycry_036_f1469221c5139e59edf8dd07027d6ee0.wav,grocery_store,audio/375.wav,0.0,False,,
37,mixture_evaltest_babycry_037_def2892da1dc30596d4ba588e600bd8f.wav,car,audio/162.wav,6.0,True,babycry,1.7800000000000011
38,mixture_evaltest_babycry_038_e4338fcead4a5358b150505fe82b0782.wav,park,audio/372.wav,6.0,True,babycry,1.1400000000000006
39,mixture_evaltest_babycry_039_2fa643448e13a806f1ba98a8848407a2.wav,bus,audio/373.wav,0.0,True,babycry,3.039999999999999
40,mixture_evaltest_babycry_040_a1368f9e660b691720911304d6312218.wav,metro_station,audio/80.wav,0.0,False,,
41,mixture_evaltest_babycry_041_2a10e60d7c5c4de935053ef45207f794.wav,grocery_store,audio/296.wav,-6.0,True,babycry,1.3599999999999994
42,mixture_evaltest_babycry_042_7b82d3b1f6fe66cff8475d5b2ac5e172.wav,library,audio/4.wav,6.0,True,babycry,1.2800000000000011
43,mixture_evaltest_babycry_043_70004650799ce71d891b60d96e4d1931.wav,park,audio/262.wav,-6.0,True,babycry,1.379999999999999
44,mixture_evaltest_babycry_044_f1699ef9ae56ba8c9d7e1ff1776baf7c.wav,metro_station,audio/389.wav,0.0,True,babycry,1.2400000000000002
45,mixture_evaltest_babycry_045_a06530c48390bcd941063e778ab48881.wav,forest_path,audio/320.wav,6.0,True,babycry,1.379999999999999
46,mixture_evaltest_babycry_046_207a84a7401c5470e98c7a036acbf28f.wav,car,audio/217.wav,-6.0,True,babycry,1.1400000000000006
47,mixture_evaltest_babycry_047_94d8738c363ffe6ebc4803029233a823.wav,bus,audio/333.wav,6.0,True,babycry,2.240000000000002
48,mixture_evaltest_babycry_048_33724708e84d03de8a901afb58463372.wav,home,audio/206.wav,0.0,False,,
49,mixture_evaltest_babycry_049_d985368362bf832c10c6f529969d39f2.wav,beach,audio/286.wav,0.0,False,,
50,mixture_evaltest_babycry_050_cd78560b1c8ca8c10c557a4a905756ee.wav,park,audio/372.wav,0.0,False,,
51,mixture_evaltest_babycry_051_60d2c6952850cf49f80c59d732ecf4ed.wav,office,audio/276.wav,0.0,False,,
52,mixture_evaltest_babycry_052_60779fa7d766b70360c972c7f7c81229.wav,train,audio/213.wav,0.0,True,babycry,1.5600000000000023
53,mixture_evaltest_babycry_053_c295dc5993ca1d83a7b82c68f202098c.wav,tram,audio/21.wav,0.0,True,babycry,1.1400000000000006
54,mixture_evaltest_babycry_054_c2b64508a203c3f338fa6878a930ba0b.wav,office,audio/346.wav,6.0,True,babycry,0.4800000000000004
55,mixture_evaltest_babycry_055_0af174d7e3a034f517f7530a8b7ac199.wav,train,audio/160.wav,6.0,True,babycry,1.3200000000000003
56,mixture_evaltest_babycry_056_a904ed4356697ebd20114db3ecfafd17.wav,train,audio/19.wav,6.0,True,babycry,1.3000000000000007
57,mixture_evaltest_babycry_057_087115935691d8f8392f4a62b2a7a274.wav,car,audio/292.wav,0.0,True,babycry,1.0399999999999991
58,mixture_evaltest_babycry_058_676ec21babeac7441501e010de464869.wav,forest_path,audio/297.wav,-6.0,True,babycry,1.1400000000000006
59,mixture_evaltest_babycry_059_f41bb0ecab883eaaeea2be1c6c94643d.wav,home,audio/186.wav,0.0,False,,
60,mixture_evaltest_babycry_060_17f0210c7068fc06bf184361326c7f14.wav,bus,audio/104.wav,0.0,False,,
61,mixture_evaltest_babycry_061_4cdef1ff797e5fad52407287b79886d1.wav,park,audio/34.wav,6.0,True,babycry,1.6800000000000002
62,mixture_evaltest_babycry_062_897dc6c13f34fd5009184b385985ce3b.wav,grocery_store,audio/290.wav,0.0,True,babycry,3.5600000000000023
63,mixture_evaltest_babycry_063_4c40942e8c1f4990ca72ba77fcf2da9e.wav,beach,audio/156.wav,0.0,False,,
64,mixture_evaltest_babycry_064_f7432f0c0160e2f5468cf16edb0a5b8c.wav,beach,audio/387.wav,0.0,True,babycry,4.819999999999999
65,mixture_evaltest_babycry_065_328171e867afe4da08b9d86c2ba63c10.wav,grocery_store,audio/375.wav,0.0,True,babycry,2.240000000000002
66,mixture_evaltest_babycry_066_073b20b2adbc23a55be15a321bbd9592.wav,library,audio/123.wav,0.0,False,,
67,mixture_evaltest_babycry_067_38d028c93abcd5f173c0f63d179ed9b0.wav,home,audio/76.wav,0.0,False,,
68,mixture_evaltest_babycry_068_c56b5c56a9e4bf6aaba5d29af286f8fa.wav,cafe/restaurant,audio/197.wav,0.0,True,babycry,1.1000000000000014
69,mixture_evaltest_babycry_069_c93f4ee881eb30107b1896eb9e06a41f.wav,forest_path,audio/122.wav,0.0,False,,
70,mixture_evaltest_babycry_070_cb5aea63ff2b484f0616c4d3f63afda6.wav,library,audio/328.wav,0.0,False,,
71,mixture_evaltest_babycry_071_fc7b6b407a861203d35b200a37a73d9a.wav,bus,audio/244.wav,0.0,False,,
72,mixture_evaltest_babycry_072_2e2b451318dd84e0eb63fec66d785663.wav,bus,audio/10.wav,-6.0,True,babycry,3.039999999999999
73,mixture_evaltest_babycry_073_1fa3f0f12be2afc9c9ca6b116446b7fe.wav,cafe/restaurant,audio/330.wav,0.0,False,,
74,mixture_evaltest_babycry_074_ae73d7a1e8de6a8af8436d8515b9db20.wav,tram,audio/50.wav,0.0,False,,
75,mixture_evaltest_babycry_075_4e3448b1b2eb109157dfc71929ba91d4.wav,beach,audio/362.wav,0.0,False,,
76,mixture_evaltest_babycry_076_07ed9088a89b1570096614ed6b282161.wav,car,audio/263.wav,0.0,False,,
77,mixture_evaltest_babycry_077_0aa840d5dbec52381ca86c34e2704287.wav,metro_station,audio/229.wav,0.0,False,,
78,mixture_evaltest_babycry_078_974eb64573decd3b93a2d1f09f53177d.wav,office,audio/154.wav,0.0,False,,
79,mixture_evaltest_babycry_079_b36278258375ab12b5154a4e3617190f.wav,home,audio/312.wav,-6.0,True,babycry,1.5600000000000023
80,mixture_evaltest_babycry_080_0891e3ebd62c7d3d68fc02ef31f8afde.wav,forest_path,audio/159.wav,0.0,False,,
81,mixture_evaltest_babycry_081_6fa8dca292b54fb03668fe943b13ed33.wav,home,audio/312.wav,0.0,False,,
82,mixture_evaltest_babycry_082_33eba4a2c20ecae9f4c6da255eb8c9c2.wav,grocery_store,audio/350.wav,6.0,True,babycry,1.18
83,mixture_evaltest_babycry_083_ff3a21edcf9795f6089a19a30c0b1079.wav,train,audio/361.wav,6.0,True,babycry,1.0400000000000063
84,mixture_evaltest_babycry_084_26afd2d33fd87c6c27f2f1e5912158f5.wav,library,audio/301.wav,0.0,False,,
85,mixture_evaltest_babycry_085_f3a6c3ff66ace9400fe8a86cd0006b41.wav,cafe/restaurant,audio/111.wav,0.0,False,,
86,mixture_evaltest_babycry_086_cefa5c46d6afc18e903db57d93be5b07.wav,residential_area,audio/221.wav,-6.0,True,babycry,1.58
87,mixture_evaltest_babycry_087_600581d936abcb29766e60e119e646cb.wav,bus,audio/223.wav,-6.0,True,babycry,1.5800000000000003
88,mixture_evaltest_babycry_088_b4c382f15efda60153ef41df30743848.wav,train,audio/210.wav,-6.0,True,babycry,0.9600000000000009
89,mixture_evaltest_babycry_089_33724708e84d03de8a901afb58463372.wav,home,audio/206.wav,0.0,False,,
90,mixture_evaltest_babycry_090_d6cb4ac6540afbc204b3b78e5cc7170a.wav,city_center,audio/343.wav,0.0,False,,
91,mixture_evaltest_babycry_091_0575ac73747224e1813b4d37315b8e95.wav,forest_path,audio/159.wav,0.0,True,babycry,4.819999999999999
92,mixture_evaltest_babycry_092_fdfc56fbcb2448beae703550073ae4ff.wav,residential_area,audio/289.wav,6.0,True,babycry,1.3000000000000007
93,mixture_evaltest_babycry_093_4e3448b1b2eb109157dfc71929ba91d4.wav,beach,audio/362.wav,0.0,False,,
94,mixture_evaltest_babycry_094_5c23895397922658cf8d2db5db66cfcd.wav,train,audio/358.wav,0.0,False,,
95,mixture_evaltest_babycry_095_437bf36e30417b5424a930fc5d8fd5a0.wav,bus,audio/224.wav,6.0,True,babycry,1.2400000000000002
96,mixture_evaltest_babycry_096_6925c4c748b2fcc9d71d7912acdca805.wav,bus,audio/10.wav,6.0,True,babycry,1.8599999999999994
97,mixture_evaltest_babycry_097_53354a65d5caadc898096b57d095d6a0.wav,beach,audio/61.wav,0.0,False,,
98,mixture_evaltest_babycry_098_9a14021b9537c895fbe0a28af533b615.wav,forest_path,audio/308.wav,0.0,False,,
99,mixture_evaltest_babycry_099_7d1bceb1198152b1757239f91b85d94a.wav,library,audio/89.wav,0.0,False,,
100,mixture_evaltest_babycry_100_673f3792d9c033b6f1cf92b9f4d7fdb2.wav,beach,audio/189.wav,6.0,True,babycry,1.3000000000000007
101,mixture_evaltest_babycry_101_12b62b9bd8c99c9fdd7351abcafeb6e8.wav,grocery_store,audio/265.wav,0.0,False,,
102,mixture_evaltest_babycry_102_3868bbc55e26ee9e786f5ee8579e866f.wav,beach,audio/222.wav,0.0,False,,
103,mixture_evaltest_babycry_103_61d5ca51614f68a2d707afdcbafc27c4.wav,residential_area,audio/338.wav,0.0,False,,
104,mixture_evaltest_babycry_104_ac92285f5a58f84d3a810623d140e4a2.wav,car,audio/277.wav,-6.0,True,babycry,1.8599999999999994
105,mixture_evaltest_babycry_105_9b3743e406919f582d1b691761d5b7c9.wav,forest_path,audio/8.wav,0.0,False,,
106,mixture_evaltest_babycry_106_76069b3ca862dfb9d87d0f90a9429dcd.wav,beach,audio/190.wav,0.0,True,babycry,0.740000000000002
107,mixture_evaltest_babycry_107_a3379c6adae55e81a0765fa36f3319bc.wav,city_center,audio/46.wav,6.0,True,babycry,1.5399999999999991
108,mixture_evaltest_babycry_108_0a0aab64e91ecd540f0047f18f1b0dcb.wav,park,audio/34.wav,0.0,False,,
109,mixture_evaltest_babycry_109_2ae3225781684d3a64c7201241902f2b.wav,office,audio/128.wav,0.0,True,babycry,1.5399999999999991
110,mixture_evaltest_babycry_110_9792c0b25b54a57b5972ffe4f64f01b5.wav,cafe/restaurant,audio/198.wav,0.0,False,,
111,mixture_evaltest_babycry_111_a69469eb08d337916d99774221ddd8f9.wav,park,audio/242.wav,0.0,False,,
112,mixture_evaltest_babycry_112_59ec67f311d91dea43a0b1cc358f8d30.wav,car,audio/192.wav,0.0,True,babycry,1.5600000000000023
113,mixture_evaltest_babycry_113_f26a573a8ae29a262b2226142459e665.wav,tram,audio/348.wav,0.0,False,,
114,mixture_evaltest_babycry_114_236aec63fefe48825fa5c388f0a26052.wav,metro_station,audio/229.wav,-6.0,True,babycry,4.819999999999999
115,mixture_evaltest_babycry_115_16781df3ea1c622b8672073ee6d94f3b.wav,tram,audio/359.wav,6.0,True,babycry,1.0199999999999996
116,mixture_evaltest_babycry_116_0038bcb3b6ea0d2e3b0cbcecae7a52a7.wav,cafe/restaurant,audio/145.wav,6.0,True,babycry,4.819999999999999
117,mixture_evaltest_babycry_117_62327088a5056d293ed6cc25196ab006.wav,home,audio/91.wav,-6.0,True,babycry,1.1800000000000068
118,mixture_evaltest_babycry_118_fcc2a04fb4c225afa830a348f0f578aa.wav,bus,audio/204.wav,0.0,False,,
119,mixture_evaltest_babycry_119_f88701db39cc7f572140022d57a3d242.wav,beach,audio/212.wav,6.0,True,babycry,0.9600000000000009
120,mixture_evaltest_babycry_120_99bc711f0b60bfb0d05e42ad5b4649e4.wav,residential_area,audio/1.wav,0.0,True,babycry,0.9600000000000009
121,mixture_evaltest_babycry_121_86f686cdca299b02d8cadecc26dcf6b1.wav,city_center,audio/124.wav,6.0,True,babycry,0.740000000000002
122,mixture_evaltest_babycry_122_3ead4ffc8296df2f1368913158ca0385.wav,forest_path,audio/303.wav,0.0,False,,
123,mixture_evaltest_babycry_123_5e6d3a796ca35202161f8a96757b294d.wav,library,audio/238.wav,0.0,True,babycry,2.240000000000002
124,mixture_evaltest_babycry_124_28c9de1706cd5de3ff7dccfffe86b9fe.wav,cafe/restaurant,audio/25.wav,0.0,False,,
125,mixture_evaltest_babycry_125_54d69de42bbd0acc7b4a89b0207eacf1.wav,grocery_store,audio/350.wav,0.0,False,,
126,mixture_evaltest_babycry_126_60729a4ffc0e7c6e4eb87b088c1e1ccf.wav,cafe/restaurant,audio/184.wav,0.0,False,,
127,mixture_evaltest_babycry_127_e949e7fabbffd6d795fb9bcc03efd59b.wav,library,audio/175.wav,6.0,True,babycry,0.8999999999999986
128,mixture_evaltest_babycry_128_4e5390636466bd5ca5c0752b0991311a.wav,bus,audio/223.wav,-6.0,True,babycry,1.379999999999999
129,mixture_evaltest_babycry_129_debdcae68f6bf91e2a1482e83bf7c7d1.wav,office,audio/276.wav,-6.0,True,babycry,1.6799999999999997
130,mixture_evaltest_babycry_130_c95599d453219ed0984553c2cb00b858.wav,tram,audio/137.wav,-6.0,True,babycry,3.8199999999999994
131,mixture_evaltest_babycry_131_155373fd3ddf5a51e8cf6ca7118ba066.wav,beach,audio/83.wav,0.0,False,,
132,mixture_evaltest_babycry_132_974b97175cac12b12543e6214b22e4dc.wav,residential_area,audio/171.wav,-6.0,True,babycry,1.5399999999999991
133,mixture_evaltest_babycry_133_12b62b9bd8c99c9fdd7351abcafeb6e8.wav,grocery_store,audio/265.wav,0.0,False,,
134,mixture_evaltest_babycry_134_7c3249c7c7fb7abf190e89b26fd707ae.wav,bus,audio/29.wav,0.0,False,,
135,mixture_evaltest_babycry_135_9974f8657efeb2f51a9825c54113e4e1.wav,tram,audio/172.wav,-6.0,True,babycry,1.3000000000000007
136,mixture_evaltest_babycry_136_4c117560c9ea1d4c4655f98b231ab221.wav,office,audio/106.wav,-6.0,True,babycry,4.819999999999999
137,mixture_evaltest_babycry_137_1ee17595b10859e94eaa726998ea78c4.wav,cafe/restaurant,audio/133.wav,0.0,False,,
138,mixture_evaltest_babycry_138_84af609fce1e6b10abaac7cd97d66b12.wav,beach,audio/83.wav,6.0,True,babycry,0.740000000000002
139,mixture_evaltest_babycry_139_5cd6807bd5885251604b249aed9ae4b7.wav,car,audio/285.wav,0.0,False,,
140,mixture_evaltest_babycry_140_90d17474fad867a7c433318d808a75bb.wav,office,audio/211.wav,6.0,True,babycry,2.240000000000002
141,mixture_evaltest_babycry_141_f26a573a8ae29a262b2226142459e665.wav,tram,audio/348.wav,0.0,False,,
142,mixture_evaltest_babycry_142_07109bc6dbb8e13053c6c6181df5f5ab.wav,home,audio/18.wav,0.0,False,,
143,mixture_evaltest_babycry_143_91b52fcd6c9de5be4f2121b4189c269b.wav,home,audio/215.wav,6.0,True,babycry,2.48
144,mixture_evaltest_babycry_144_6233c47e8d51d1c0eeb898cee7552c42.wav,city_center,audio/319.wav,-6.0,True,babycry,1.7800000000000011
145,mixture_evaltest_babycry_145_f10315b60fc8ddfc5a12059394d46a76.wav,metro_station,audio/256.wav,6.0,True,babycry,1.379999999999999
146,mixture_evaltest_babycry_146_53dd09f207ae03bb6890356ab89911e0.wav,bus,audio/244.wav,-6.0,True,babycry,1.58
147,mixture_evaltest_babycry_147_a4a977f2c639a706eccc64c702a89802.wav,car,audio/118.wav,0.0,False,,
148,mixture_evaltest_babycry_148_9e9e4ea5ddd56ee2c92132dbb309a2a0.wav,city_center,audio/117.wav,-6.0,True,babycry,1.94
149,mixture_evaltest_babycry_149_402a1a2ff5668aacc04416ed9580dc3f.wav,office,audio/151.wav,-6.0,True,babycry,1.2400000000000002
150,mixture_evaltest_babycry_150_080ac0f194cffc9ce4c7d2215bdbd08d.wav,residential_area,audio/289.wav,-6.0,True,babycry,0.9600000000000009
151,mixture_evaltest_babycry_151_25e86e2a100b1894496fcc300c77ce46.wav,tram,audio/304.wav,6.0,True,babycry,1.0199999999999996
152,mixture_evaltest_babycry_152_2a989150fcc5f94bf5ad5c9f94b7df09.wav,train,audio/19.wav,0.0,False,,
153,mixture_evaltest_babycry_153_fb63a809154be0f3fd857d5819c470e0.wav,park,audio/262.wav,6.0,True,babycry,0.740000000000002
154,mixture_evaltest_babycry_154_945e174a8af0cf579e3b28f0bd7dba44.wav,beach,audio/220.wav,0.0,False,,
155,mixture_evaltest_babycry_155_33724708e84d03de8a901afb58463372.wav,home,audio/206.wav,0.0,False,,
156,mixture_evaltest_babycry_156_5793bc60fd9da10ba50381922e77321b.wav,library,audio/301.wav,0.0,True,babycry,1.7200000000000002
157,mixture_evaltest_babycry_157_df79b05a71968e8b75d40121eb43a105.wav,residential_area,audio/196.wav,0.0,False,,
158,mixture_evaltest_babycry_158_5c23895397922658cf8d2db5db66cfcd.wav,train,audio/358.wav,0.0,False,,
159,mixture_evaltest_babycry_159_38f36faeacb5580de258a2dacf1f4baf.wav,car,audio/326.wav,0.0,False,,
160,mixture_evaltest_babycry_160_8493731581db0f0f9a19b235e8f6ba1f.wav,bus,audio/97.wav,0.0,False,,
161,mixture_evaltest_babycry_161_2458c294ab1a0543a9423c6f1aafaf16.wav,residential_area,audio/52.wav,6.0,True,babycry,3.039999999999999
162,mixture_evaltest_babycry_162_8ac66a717d5eb63921302cae41987bdf.wav,residential_area,audio/221.wav,0.0,False,,
163,mixture_evaltest_babycry_163_5fbc14ce66015355863b14ebef092be5.wav,forest_path,audio/159.wav,6.0,True,babycry,1.0400000000000063
164,mixture_evaltest_babycry_164_b6d474909d70cba5a2486e24de83e347.wav,tram,audio/176.wav,0.0,False,,
165,mixture_evaltest_babycry_165_da0508fd68062a4216917603a90ec9ab.wav,train,audio/225.wav,6.0,True,babycry,1.3599999999999994
166,mixture_evaltest_babycry_166_86ca1ab8027f121cd841d10ec498d03a.wav,home,audio/60.wav,6.0,True,babycry,0.9199999999999999
167,mixture_evaltest_babycry_167_ddc923d279df087f585e8d6b2af7b077.wav,city_center,audio/124.wav,0.0,False,,
168,mixture_evaltest_babycry_168_4faf9f8e32512c6d4158221894896c44.wav,park,audio/340.wav,6.0,True,babycry,1.0399999999999991
169,mixture_evaltest_babycry_169_8b1a1446e3da4f840be426b7b07c7fe8.wav,city_center,audio/182.wav,0.0,True,babycry,1.0199999999999996
170,mixture_evaltest_babycry_170_00a52062c71c6f2e551425b17b657802.wav,park,audio/341.wav,0.0,True,babycry,2.5599999999999996
171,mixture_evaltest_babycry_171_67df319166e98b9952baebd02252c572.wav,home,audio/312.wav,-6.0,True,babycry,2.780000000000001
172,mixture_evaltest_babycry_172_803e2a8e7b68a46cac5010c98533053a.wav,home,audio/16.wav,-6.0,True,babycry,3.140000000000015
173,mixture_evaltest_babycry_173_8684947b14735a73752117e5500eb806.wav,city_center,audio/23.wav,0.0,False,,
174,mixture_evaltest_babycry_174_158c404dab58e8b7401251bbc691e61f.wav,park,audio/351.wav,-6.0,True,babycry,0.9600000000000009
175,mixture_evaltest_babycry_175_7c5c141db651d37c973eb71969f5f366.wav,library,audio/152.wav,0.0,True,babycry,1.58
176,mixture_evaltest_babycry_176_c346f505026c9a41157e3755feddbf98.wav,metro_station,audio/335.wav,0.0,False,,
177,mixture_evaltest_babycry_177_33724708e84d03de8a901afb58463372.wav,home,audio/206.wav,0.0,False,,
178,mixture_evaltest_babycry_178_17f0210c7068fc06bf184361326c7f14.wav,bus,audio/104.wav,0.0,False,,
179,mixture_evaltest_babycry_179_452d9bf450224275127d1ea37c0f7b27.wav,home,audio/239.wav,6.0,True,babycry,1.0199999999999996
180,mixture_evaltest_babycry_180_9ddab600e531dac37edfa54402f8778c.wav,bus,audio/311.wav,0.0,False,,
181,mixture_evaltest_babycry_181_31fbb554fa9c61bbaed5dc30db2259c3.wav,train,audio/85.wav,-6.0,True,babycry,1.0199999999999996
182,mixture_evaltest_babycry_182_a29139b2e7598c9bc603d6fbbc5535ce.wav,residential_area,audio/147.wav,0.0,False,,
183,mixture_evaltest_babycry_183_1253db60f4507c4a2cf440e060008d32.wav,library,audio/152.wav,0.0,False,,
184,mixture_evaltest_babycry_184_7c01f7644134730d794551418f9e4cfc.wav,beach,audio/227.wav,0.0,False,,
185,mixture_evaltest_babycry_185_ac70cc425de894ce7d6eac31d8730b1b.wav,city_center,audio/124.wav,0.0,True,babycry,1.8599999999999994
186,mixture_evaltest_babycry_186_e0da956f691e274817238d8d92b5dfbd.wav,cafe/restaurant,audio/39.wav,0.0,False,,
187,mixture_evaltest_babycry_187_5cd6807bd5885251604b249aed9ae4b7.wav,car,audio/285.wav,0.0,False,,
188,mixture_evaltest_babycry_188_ac4f721d180ab4cfcfc4bd3e2cd1d592.wav,beach,audio/286.wav,-6.0,True,babycry,0.4800000000000004
189,mixture_evaltest_babycry_189_d994fd46be34252235f2cf422537c568.wav,park,audio/345.wav,0.0,False,,
190,mixture_evaltest_babycry_190_f97ac33228dc0c13c579376210be9776.wav,beach,audio/313.wav,0.0,True,babycry,3.8799999999999955
191,mixture_evaltest_babycry_191_74ad2ec449e328d8954b978202440095.wav,library,audio/231.wav,0.0,False,,
192,mixture_evaltest_babycry_192_4cefb58825dca919396e8306e65b3eab.wav,residential_area,audio/324.wav,0.0,True,babycry,1.0199999999999996
193,mixture_evaltest_babycry_193_0eb0ebd8e3e3f5675343871fb9b29567.wav,tram,audio/50.wav,6.0,True,babycry,1.5399999999999991
194,mixture_evaltest_babycry_194_1b8cec3ebbbdd09e5548d93949895af0.wav,office,audio/151.wav,0.0,False,,
195,mixture_evaltest_babycry_195_c0917407760d3b1b0f1ecae7209a3761.wav,forest_path,audio/169.wav,0.0,True,babycry,1.0199999999999996
196,mixture_evaltest_babycry_196_8eab4505b93cc0be61f5bb7b25496728.wav,cafe/restaurant,audio/129.wav,0.0,False,,
197,mixture_evaltest_babycry_197_1587b5e54edbf454c4a4ccb3355aa650.wav,bus,audio/136.wav,6.0,True,babycry,3.039999999999999
198,mixture_evaltest_babycry_198_b7203b0f51e6eaa1ee6e21c6e533d43d.wav,city_center,audio/7.wav,0.0,False,,
199,mixture_evaltest_babycry_199_67d149ed57d3bc4b08a0ff329d797db9.wav,metro_station,audio/183.wav,0.0,False,,
200,mixture_evaltest_babycry_200_53677fa5fcad15598a433a0ba94c9677.wav,bus,audio/377.wav,0.0,False,,
201,mixture_evaltest_babycry_201_3943053bdf31970de952ca104b02db04.wav,residential_area,audio/121.wav,-6.0,True,babycry,1.0199999999999996
202,mixture_evaltest_babycry_202_07109bc6dbb8e13053c6c6181df5f5ab.wav,home,audio/18.wav,0.0,False,,
203,mixture_evaltest_babycry_203_d43023a9c8be3af808faaab32179e0e8.wav,beach,audio/386.wav,0.0,False,,
204,mixture_evaltest_babycry_204_ea34c0ade190a9a41f0bb9265e9e741f.wav,office,audio/379.wav,0.0,False,,
205,mixture_evaltest_babycry_205_71259a2db17e75af04f9bf786236933d.wav,bus,audio/368.wav,0.0,False,,
206,mixture_evaltest_babycry_206_38d028c93abcd5f173c0f63d179ed9b0.wav,home,audio/76.wav,0.0,False,,
207,mixture_evaltest_babycry_207_f71369ccd54ada6c416be761390ab932.wav,park,audio/340.wav,0.0,True,babycry,1.5600000000000023
