fname,labels,labels_simple,mids,source datasets,file_dir,duration
143919,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/143919.wav,22.49868481
34874,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/34874.wav,8.405623583
179773,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/179773.wav,16.3
197718,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/197718.wav,22.91011338
80477,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/80477.wav,3.964444444
80478,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/80478.wav,3.745668934
80479,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/80479.wav,4.497913832
80480,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/80480.wav,7.459795918
80481,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/80481.wav,2.70829932
80482,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/80482.wav,7.475396825
371303,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/371303.wav,5.568004535
390256,"Baby_cry_and_infant_cry,Crying_and_sobbing",baby cry,"/t/dd00002,/m/0463cq4",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/390256.wav,3.080839002
389774,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/389774.wav,26.34854875
179392,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/179392.wav,8.829387755
179393,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/179393.wav,6.739591837
179403,"Baby_cry_and_infant_cry,Crying_and_sobbing",baby cry,"/t/dd00002,/m/0463cq4",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/179403.wav,10.26612245
179411,"Baby_cry_and_infant_cry,Crying_and_sobbing",baby cry,"/t/dd00002,/m/0463cq4",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/179411.wav,23.87591837
398548,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/398548.wav,15.69650794
86240,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/86240.wav,17.65521542
240372,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/240372.wav,3.589002268
58178,"Baby_cry_and_infant_cry,Crying_and_sobbing",baby cry,"/t/dd00002,/m/0463cq4",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/58178.wav,12.8
387405,"Baby_cry_and_infant_cry,Crying_and_sobbing",baby cry,"/t/dd00002,/m/0463cq4",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/387405.wav,2.072426304
107351,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/107351.wav,18.42312925
18276,"Baby_cry_and_infant_cry,Crying_and_sobbing",baby cry,"/t/dd00002,/m/0463cq4",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/18276.wav,1.977959184
386924,"Baby_cry_and_infant_cry,Crying_and_sobbing",baby cry,"/t/dd00002,/m/0463cq4",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/386924.wav,2.120181406
18284,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/18284.wav,29.93503401
46963,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/46963.wav,1.575510204
18291,"Baby_cry_and_infant_cry,Child_speech_and_kid_speaking",baby cry,"/t/dd00002,/m/0ytgt",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/18291.wav,13.82791383
46964,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/46964.wav,6.268072562
402814,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/402814.wav,0.579886621
335233,"Baby_cry_and_infant_cry,Subway_and_metro_and_underground",baby cry,"/t/dd00002,/m/0195fx",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/335233.wav,7.416145125
33670,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/33670.wav,3.154603175
33671,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/33671.wav,5.88861678
33672,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/33672.wav,8.307142857
33673,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/33673.wav,11.46174603
351629,"Baby_cry_and_infant_cry,Screaming",baby cry,"/t/dd00002,/m/03qc9zr",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/351629.wav,4.416258503
351631,"Baby_cry_and_infant_cry,Screaming",baby cry,"/t/dd00002,/m/03qc9zr",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/351631.wav,3.694353741
351634,"Baby_cry_and_infant_cry,Screaming",baby cry,"/t/dd00002,/m/03qc9zr",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/351634.wav,4.246394558
402835,"Baby_cry_and_infant_cry,Crying_and_sobbing",baby cry,"/t/dd00002,/m/0463cq4",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/402835.wav,1.182653061
14265,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/14265.wav,11.2014966
14268,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/14268.wav,4.78324263
14269,"Baby_cry_and_infant_cry,Crying_and_sobbing",baby cry,"/t/dd00002,/m/0463cq4",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/14269.wav,8.657845805
45523,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/45523.wav,5.688027211
13800,"Baby_cry_and_infant_cry,Crying_and_sobbing",baby cry,"/t/dd00002,/m/0463cq4",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/13800.wav,13.95931973
202730,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/202730.wav,17.35537415
13803,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/13803.wav,6.896281179
13802,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/13802.wav,5.632040816
39920,Baby_cry_and_infant_cry,baby cry,/t/dd00002,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/39920.wav,28.97931973
204126,"Glass,Crushing",glass break,"/m/039jq,/m/07plct2",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/204126.wav,0.645079365
186049,"Glass,Gunshot_and_gunfire",glass break,"/m/039jq,/m/032s66",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/186049.wav,9.756621315
405504,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/405504.wav,2.413741497
67585,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/67585.wav,0.361814059
178180,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/178180.wav,14.21419501
155654,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/155654.wav,4.574331066
67593,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/67593.wav,5.588367347
391180,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/391180.wav,1.868412698
67576,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/67576.wav,0.446984127
350264,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/350264.wav,0.805442177
32841,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/32841.wav,3.622312925
32842,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/32842.wav,4.226031746
368736,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/368736.wav,0.768594104
184418,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/184418.wav,7
157799,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/157799.wav,2.29877551
157800,"Gunshot_and_gunfire,Explosion",gunshot,"/m/032s66,/m/014zdl",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/157800.wav,1.175510204
157801,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/157801.wav,2.56
100465,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/100465.wav,0.873696145
391328,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/391328.wav,2.473786848
182435,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/182435.wav,23.31437642
368805,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/368805.wav,3.268208617
145580,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/145580.wav,17.04904762
161969,"Gunshot_and_gunfire,Machine_gun",gunshot,"/m/032s66,/m/04zjc",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/161969.wav,1.850612245
164020,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/164020.wav,2.815782313
145609,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/145609.wav,7.915102041
205011,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/205011.wav,0.852653061
65752,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/65752.wav,4.09845805
432366,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/432366.wav,2.5
387336,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/387336.wav,1.097142857
387337,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/387337.wav,0.841519274
221451,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/221451.wav,1.515102041
51470,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/51470.wav,0.840272109
221455,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/221455.wav,1.358367347
221457,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/221457.wav,1.515102041
198952,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/198952.wav,24.82573696
219455,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/219455.wav,1.25
219457,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/219457.wav,1.25
184651,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/184651.wav,1.391043084
371041,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/371041.wav,0.922108844
49512,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/49512.wav,8.96
49513,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/49513.wav,2.48
96630,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/96630.wav,1.461179138
96635,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/96635.wav,1.32829932
96636,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/96636.wav,1.35292517
387477,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/387477.wav,2.995963719
346537,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/346537.wav,2.459659864
364976,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/364976.wav,1.929024943
147901,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/147901.wav,3.030204082
221640,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/221640.wav,2.730657596
25037,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/25037.wav,3.154126984
25038,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/25038.wav,3.150612245
162258,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/162258.wav,1.233265306
315858,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/315858.wav,5.542698413
371158,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/371158.wav,1.345306122
162262,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/162262.wav,6.531451247
162263,"Gunshot_and_gunfire,Artillery_fire",gunshot,"/m/032s66,/m/0_1c",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/162263.wav,14.17643991
369124,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/369124.wav,1.855759637
369126,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/369126.wav,0.699501134
348663,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/348663.wav,1.780340136
348664,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/348664.wav,2.18414966
348665,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/348665.wav,2.557641723
348666,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/348666.wav,1.5
348670,"Gunshot_and_gunfire,Explosion",gunshot,"/m/032s66,/m/014zdl",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/348670.wav,1.5
348671,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/348671.wav,1.5
182790,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/182790.wav,6.098548753
348685,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/348685.wav,0.366870748
395789,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/395789.wav,3.134807256
182806,"Gunshot_and_gunfire,Firecracker",gunshot,"/m/032s66,/g/122z_qxw",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/182806.wav,3.55106576
408099,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/408099.wav,3.203537415
51749,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/51749.wav,0.397188209
238159,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/238159.wav,0.523900227
381526,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/381526.wav,0.966530612
402010,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/402010.wav,0.541791383
402012,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/402012.wav,0.45723356
162397,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/162397.wav,0.947936508
162398,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/162398.wav,0.808798186
115295,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/115295.wav,0.397188209
162403,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/162403.wav,0.935102041
160355,"Gunshot_and_gunfire,Machine_gun",gunshot,"/m/032s66,/m/04zjc",fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/160355.wav,6.276507937
150139,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/150139.wav,2.116643991
162431,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/162431.wav,6.549433107
381569,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/381569.wav,0.537619048
162434,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/162434.wav,3.361473923
162436,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/162436.wav,1.796802721
320135,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/320135.wav,8.700589569
320136,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/320136.wav,6.111723356
410260,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/410260.wav,2.472789116
410261,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/410261.wav,2.655396825
410262,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/410262.wav,2.92462585
162455,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/162455.wav,2.775011338
397986,Gunshot_and_gunfire,gunshot,/m/032s66,fdk50,C:/Users/sharo/OneDrive/Documents/TMRL/FSD50K_dev_audio/397986.wav,1.044716553
