mixture_audio_filename,wav_name,bg_classname,bg_path,ebr,event_present,event,event_actual,event_length
_2h9brv7.wav,_2h9brv7.wav,,,0,True,Speech,Speech,10.0
_2h9brv7.wav,_2h9brv7.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
_2h9brv7.wav,_2h9brv7.wav,,,0,True,Speech,Speech,10.0
_2h9brv7.wav,_2h9brv7.wav,,,0,True,Speech,Speech,10.0
_2h9brv7.wav,_2h9brv7.wav,,,0,True,Speech,Speech,10.0
_2h9brv7.wav,_2h9brv7.wav,,,0,True,Speech,Speech,10.0
x42yo50d.wav,x42yo50d.wav,,,0,True,Dog,Dog,10.0
x42yo50d.wav,x42yo50d.wav,,,0,True,Dog,Dog,10.0
x42yo50d.wav,x42yo50d.wav,,,0,True,Speech,Speech,10.0
x42yo50d.wav,x42yo50d.wav,,,0,True,Dog,Dog,10.0
k_waqi_b.wav,k_waqi_b.wav,,,0,True,Frying,Frying,10.0
k_waqi_b.wav,k_waqi_b.wav,,,0,True,Speech,Speech,10.0
k_waqi_b.wav,k_waqi_b.wav,,,0,True,Speech,Speech,10.0
k_waqi_b.wav,k_waqi_b.wav,,,0,True,Speech,Speech,10.0
k_waqi_b.wav,k_waqi_b.wav,,,0,True,Speech,Speech,10.0
j9sydtj9.wav,j9sydtj9.wav,,,0,True,Cat,Cat,10.0
j9sydtj9.wav,j9sydtj9.wav,,,0,True,Speech,Speech,10.0
j9sydtj9.wav,j9sydtj9.wav,,,0,True,Cat,Cat,10.0
j9sydtj9.wav,j9sydtj9.wav,,,0,True,Speech,Speech,10.0
j9sydtj9.wav,j9sydtj9.wav,,,0,True,Cat,Cat,10.0
xamie586.wav,xamie586.wav,,,0,True,Speech,Speech,10.0
xamie586.wav,xamie586.wav,,,0,True,Blender,Blender,10.0
xamie586.wav,xamie586.wav,,,0,True,Blender,Blender,10.0
bn7bx6m6.wav,bn7bx6m6.wav,,,0,True,Running_water,Running_water,10.0
adae4g03.wav,adae4g03.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
adae4g03.wav,adae4g03.wav,,,0,True,Speech,Speech,10.0
adae4g03.wav,adae4g03.wav,,,0,True,Speech,Speech,10.0
16_v0s66.wav,16_v0s66.wav,,,0,True,Blender,Blender,10.0
16_v0s66.wav,16_v0s66.wav,,,0,True,Blender,Blender,10.0
u7f8vk5z.wav,u7f8vk5z.wav,,,0,True,Blender,Blender,10.0
u7f8vk5z.wav,u7f8vk5z.wav,,,0,True,Dishes,Dishes,10.0
u7f8vk5z.wav,u7f8vk5z.wav,,,0,True,Dishes,Dishes,10.0
u7f8vk5z.wav,u7f8vk5z.wav,,,0,True,Dishes,Dishes,10.0
6cxm4kr2.wav,6cxm4kr2.wav,,,0,True,Frying,Frying,10.0
6cxm4kr2.wav,6cxm4kr2.wav,,,0,True,Speech,Speech,10.0
9oui849_.wav,9oui849_.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
d6ufurt9.wav,d6ufurt9.wav,,,0,True,Speech,Speech,10.0
d6ufurt9.wav,d6ufurt9.wav,,,0,True,Blender,Blender,10.0
qy9gviya.wav,qy9gviya.wav,,,0,True,Speech,Speech,10.0
qy9gviya.wav,qy9gviya.wav,,,0,True,Speech,Speech,10.0
qy9gviya.wav,qy9gviya.wav,,,0,True,Dishes,Dishes,10.0
qy9gviya.wav,qy9gviya.wav,,,0,True,Speech,Speech,10.0
qy9gviya.wav,qy9gviya.wav,,,0,True,Dishes,Dishes,10.0
qy9gviya.wav,qy9gviya.wav,,,0,True,Speech,Speech,10.0
iy9s0_44.wav,iy9s0_44.wav,,,0,True,Dishes,Dishes,10.0
iy9s0_44.wav,iy9s0_44.wav,,,0,True,Running_water,Running_water,10.0
iy9s0_44.wav,iy9s0_44.wav,,,0,True,Speech,Speech,10.0
iy9s0_44.wav,iy9s0_44.wav,,,0,True,Dishes,Dishes,10.0
iy9s0_44.wav,iy9s0_44.wav,,,0,True,Dishes,Dishes,10.0
iy9s0_44.wav,iy9s0_44.wav,,,0,True,Blender,Blender,10.0
r7hf9oiw.wav,r7hf9oiw.wav,,,0,True,Frying,Frying,10.0
r7hf9oiw.wav,r7hf9oiw.wav,,,0,True,Dishes,Dishes,10.0
r7hf9oiw.wav,r7hf9oiw.wav,,,0,True,Speech,Speech,10.0
r7hf9oiw.wav,r7hf9oiw.wav,,,0,True,Dishes,Dishes,10.0
r7hf9oiw.wav,r7hf9oiw.wav,,,0,True,Dishes,Dishes,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Speech,Speech,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Dishes,Dishes,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Dishes,Dishes,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Speech,Speech,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Dishes,Dishes,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Dishes,Dishes,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Speech,Speech,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Speech,Speech,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Dishes,Dishes,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Dishes,Dishes,10.0
bcw7ngca.wav,bcw7ngca.wav,,,0,True,Speech,Speech,10.0
98opeev4.wav,98opeev4.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
98opeev4.wav,98opeev4.wav,,,0,True,Speech,Speech,10.0
eoj5nsf_.wav,eoj5nsf_.wav,,,0,True,Vacuum_cleaner,Vacuum_cleaner,10.0
rxmxp72r.wav,rxmxp72r.wav,,,0,True,Speech,Speech,10.0
rxmxp72r.wav,rxmxp72r.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
rxmxp72r.wav,rxmxp72r.wav,,,0,True,Speech,Speech,10.0
rxmxp72r.wav,rxmxp72r.wav,,,0,True,Speech,Speech,10.0
rxmxp72r.wav,rxmxp72r.wav,,,0,True,Speech,Speech,10.0
rxmxp72r.wav,rxmxp72r.wav,,,0,True,Speech,Speech,10.0
rxmxp72r.wav,rxmxp72r.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
rxmxp72r.wav,rxmxp72r.wav,,,0,True,Speech,Speech,10.0
8y7ldx3r.wav,8y7ldx3r.wav,,,0,True,Speech,Speech,10.0
8y7ldx3r.wav,8y7ldx3r.wav,,,0,True,Speech,Speech,10.0
8y7ldx3r.wav,8y7ldx3r.wav,,,0,True,Speech,Speech,10.0
8y7ldx3r.wav,8y7ldx3r.wav,,,0,True,Blender,Blender,10.0
8y7ldx3r.wav,8y7ldx3r.wav,,,0,True,Blender,Blender,10.0
8y7ldx3r.wav,8y7ldx3r.wav,,,0,True,Speech,Speech,10.0
_xagv0o1.wav,_xagv0o1.wav,,,0,True,Speech,Speech,10.0
_xagv0o1.wav,_xagv0o1.wav,,,0,True,Cat,Cat,10.0
_xagv0o1.wav,_xagv0o1.wav,,,0,True,Speech,Speech,10.0
_xagv0o1.wav,_xagv0o1.wav,,,0,True,Speech,Speech,10.0
_xagv0o1.wav,_xagv0o1.wav,,,0,True,Cat,Cat,10.0
_xagv0o1.wav,_xagv0o1.wav,,,0,True,Speech,Speech,10.0
_iojmiou.wav,_iojmiou.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
_iojmiou.wav,_iojmiou.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
_iojmiou.wav,_iojmiou.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
bkahjgdg.wav,bkahjgdg.wav,,,0,True,Speech,Speech,10.0
bkahjgdg.wav,bkahjgdg.wav,,,0,True,Blender,Blender,10.0
x7x0_tlv.wav,x7x0_tlv.wav,,,0,True,Speech,Speech,10.0
x7x0_tlv.wav,x7x0_tlv.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
x7x0_tlv.wav,x7x0_tlv.wav,,,0,True,Speech,Speech,10.0
x7x0_tlv.wav,x7x0_tlv.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
x7x0_tlv.wav,x7x0_tlv.wav,,,0,True,Speech,Speech,10.0
88v6wgl6.wav,88v6wgl6.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
ylwhlg7n.wav,ylwhlg7n.wav,,,0,True,Frying,Frying,10.0
ylwhlg7n.wav,ylwhlg7n.wav,,,0,True,Speech,Speech,10.0
ylwhlg7n.wav,ylwhlg7n.wav,,,0,True,Speech,Speech,10.0
ylwhlg7n.wav,ylwhlg7n.wav,,,0,True,Speech,Speech,10.0
ylwhlg7n.wav,ylwhlg7n.wav,,,0,True,Speech,Speech,10.0
_4936k_r.wav,_4936k_r.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
z_uoxoae.wav,z_uoxoae.wav,,,0,True,Frying,Frying,10.0
z_uoxoae.wav,z_uoxoae.wav,,,0,True,Dishes,Dishes,10.0
z_uoxoae.wav,z_uoxoae.wav,,,0,True,Dishes,Dishes,10.0
jvbxest0.wav,jvbxest0.wav,,,0,True,Vacuum_cleaner,Vacuum_cleaner,10.0
77qq7cp8.wav,77qq7cp8.wav,,,0,True,Cat,Cat,10.0
77qq7cp8.wav,77qq7cp8.wav,,,0,True,Speech,Speech,10.0
77qq7cp8.wav,77qq7cp8.wav,,,0,True,Cat,Cat,10.0
77qq7cp8.wav,77qq7cp8.wav,,,0,True,Speech,Speech,10.0
7pfdcmmi.wav,7pfdcmmi.wav,,,0,True,Blender,Blender,10.0
idj0s_vd.wav,idj0s_vd.wav,,,0,True,Frying,Frying,10.0
idj0s_vd.wav,idj0s_vd.wav,,,0,True,Dishes,Dishes,10.0
idj0s_vd.wav,idj0s_vd.wav,,,0,True,Dishes,Dishes,10.0
idj0s_vd.wav,idj0s_vd.wav,,,0,True,Dishes,Dishes,10.0
mv9xyacb.wav,mv9xyacb.wav,,,0,True,Running_water,Running_water,10.0
mv9xyacb.wav,mv9xyacb.wav,,,0,True,Dishes,Dishes,10.0
mv9xyacb.wav,mv9xyacb.wav,,,0,True,Dishes,Dishes,10.0
mv9xyacb.wav,mv9xyacb.wav,,,0,True,Dishes,Dishes,10.0
mv9xyacb.wav,mv9xyacb.wav,,,0,True,Dishes,Dishes,10.0
mv9xyacb.wav,mv9xyacb.wav,,,0,True,Dishes,Dishes,10.0
mv9xyacb.wav,mv9xyacb.wav,,,0,True,Dishes,Dishes,10.0
70ks3eg_.wav,70ks3eg_.wav,,,0,True,Speech,Speech,10.0
70ks3eg_.wav,70ks3eg_.wav,,,0,True,Running_water,Running_water,10.0
70ks3eg_.wav,70ks3eg_.wav,,,0,True,Frying,Frying,10.0
mxr6z4xi.wav,mxr6z4xi.wav,,,0,True,Vacuum_cleaner,Vacuum_cleaner,10.0
lk5rfo8j.wav,lk5rfo8j.wav,,,0,True,Cat,Cat,10.0
lk5rfo8j.wav,lk5rfo8j.wav,,,0,True,Cat,Cat,10.0
lk5rfo8j.wav,lk5rfo8j.wav,,,0,True,Cat,Cat,10.0
lk5rfo8j.wav,lk5rfo8j.wav,,,0,True,Cat,Cat,10.0
9tjrafk2.wav,9tjrafk2.wav,,,0,True,Cat,Cat,10.0
9tjrafk2.wav,9tjrafk2.wav,,,0,True,Cat,Cat,10.0
9tjrafk2.wav,9tjrafk2.wav,,,0,True,Cat,Cat,10.0
nnuyawng.wav,nnuyawng.wav,,,0,True,Speech,Speech,10.0
nnuyawng.wav,nnuyawng.wav,,,0,True,Cat,Cat,10.0
nnuyawng.wav,nnuyawng.wav,,,0,True,Speech,Speech,10.0
nnuyawng.wav,nnuyawng.wav,,,0,True,Speech,Speech,10.0
nnuyawng.wav,nnuyawng.wav,,,0,True,Cat,Cat,10.0
kw39fp_m.wav,kw39fp_m.wav,,,0,True,Vacuum_cleaner,Vacuum_cleaner,10.0
jysytcyf.wav,jysytcyf.wav,,,0,True,Dog,Dog,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Dog,Dog,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Speech,Speech,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Dog,Dog,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Dog,Dog,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Dog,Dog,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Dog,Dog,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Dog,Dog,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Speech,Speech,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Dog,Dog,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Speech,Speech,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Dog,Dog,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Cat,Cat,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Dog,Dog,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Speech,Speech,10.0
h1y4tltx.wav,h1y4tltx.wav,,,0,True,Dog,Dog,10.0
czxkv681.wav,czxkv681.wav,,,0,True,Dog,Dog,7.0
czxkv681.wav,czxkv681.wav,,,0,True,Dog,Dog,7.0
ddlp2ugb.wav,ddlp2ugb.wav,,,0,True,Speech,Speech,10.0
ddlp2ugb.wav,ddlp2ugb.wav,,,0,True,Dishes,Dishes,10.0
ddlp2ugb.wav,ddlp2ugb.wav,,,0,True,Speech,Speech,10.0
ddlp2ugb.wav,ddlp2ugb.wav,,,0,True,Blender,Blender,10.0
nyjd70lv.wav,nyjd70lv.wav,,,0,True,Speech,Speech,10.0
nyjd70lv.wav,nyjd70lv.wav,,,0,True,Running_water,Running_water,10.0
ld88dt8d.wav,ld88dt8d.wav,,,0,True,Frying,Frying,10.0
ld88dt8d.wav,ld88dt8d.wav,,,0,True,Dishes,Dishes,10.0
ld88dt8d.wav,ld88dt8d.wav,,,0,True,Dishes,Dishes,10.0
5tyvr82h.wav,5tyvr82h.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
12jeetjc.wav,12jeetjc.wav,,,0,True,Cat,Cat,10.0
12jeetjc.wav,12jeetjc.wav,,,0,True,Cat,Cat,10.0
9myo2wpd.wav,9myo2wpd.wav,,,0,True,Vacuum_cleaner,Vacuum_cleaner,10.0
9myo2wpd.wav,9myo2wpd.wav,,,0,True,Speech,Speech,10.0
06b97ypd.wav,06b97ypd.wav,,,0,True,Running_water,Running_water,10.0
f5he5wpt.wav,f5he5wpt.wav,,,0,True,Cat,Cat,10.0
f5he5wpt.wav,f5he5wpt.wav,,,0,True,Cat,Cat,10.0
f5he5wpt.wav,f5he5wpt.wav,,,0,True,Cat,Cat,10.0
f5he5wpt.wav,f5he5wpt.wav,,,0,True,Cat,Cat,10.0
oizcz93v.wav,oizcz93v.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oizcz93v.wav,oizcz93v.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oizcz93v.wav,oizcz93v.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oizcz93v.wav,oizcz93v.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oizcz93v.wav,oizcz93v.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oizcz93v.wav,oizcz93v.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oizcz93v.wav,oizcz93v.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oizcz93v.wav,oizcz93v.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
ug67mod3.wav,ug67mod3.wav,,,0,True,Dog,Dog,10.0
ug67mod3.wav,ug67mod3.wav,,,0,True,Dog,Dog,10.0
ug67mod3.wav,ug67mod3.wav,,,0,True,Dog,Dog,10.0
ug67mod3.wav,ug67mod3.wav,,,0,True,Dog,Dog,10.0
ug67mod3.wav,ug67mod3.wav,,,0,True,Dog,Dog,10.0
ug67mod3.wav,ug67mod3.wav,,,0,True,Speech,Speech,10.0
0uozt63h.wav,0uozt63h.wav,,,0,True,Cat,Cat,10.0
0uozt63h.wav,0uozt63h.wav,,,0,True,Speech,Speech,10.0
0uozt63h.wav,0uozt63h.wav,,,0,True,Cat,Cat,10.0
tf1q0kdj.wav,tf1q0kdj.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
eufpyxg4.wav,eufpyxg4.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,9.0
j6wrx44h.wav,j6wrx44h.wav,,,0,True,Dog,Dog,10.0
j6wrx44h.wav,j6wrx44h.wav,,,0,True,Dog,Dog,10.0
j6wrx44h.wav,j6wrx44h.wav,,,0,True,Speech,Speech,10.0
6xsfem2l.wav,6xsfem2l.wav,,,0,True,Frying,Frying,10.0
3lm4vow1.wav,3lm4vow1.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
p8zi25vp.wav,p8zi25vp.wav,,,0,True,Blender,Blender,10.0
uorrxjoi.wav,uorrxjoi.wav,,,0,True,Speech,Speech,10.0
uorrxjoi.wav,uorrxjoi.wav,,,0,True,Dishes,Dishes,10.0
uorrxjoi.wav,uorrxjoi.wav,,,0,True,Speech,Speech,10.0
uorrxjoi.wav,uorrxjoi.wav,,,0,True,Dishes,Dishes,10.0
uorrxjoi.wav,uorrxjoi.wav,,,0,True,Speech,Speech,10.0
uorrxjoi.wav,uorrxjoi.wav,,,0,True,Dishes,Dishes,10.0
uorrxjoi.wav,uorrxjoi.wav,,,0,True,Speech,Speech,10.0
rio7gxbk.wav,rio7gxbk.wav,,,0,True,Dishes,Dishes,10.0
rio7gxbk.wav,rio7gxbk.wav,,,0,True,Dishes,Dishes,10.0
rio7gxbk.wav,rio7gxbk.wav,,,0,True,Speech,Speech,10.0
rio7gxbk.wav,rio7gxbk.wav,,,0,True,Speech,Speech,10.0
rio7gxbk.wav,rio7gxbk.wav,,,0,True,Speech,Speech,10.0
rio7gxbk.wav,rio7gxbk.wav,,,0,True,Dishes,Dishes,10.0
rio7gxbk.wav,rio7gxbk.wav,,,0,True,Dishes,Dishes,10.0
rio7gxbk.wav,rio7gxbk.wav,,,0,True,Dishes,Dishes,10.0
9bs0m8vq.wav,9bs0m8vq.wav,,,0,True,Cat,Cat,10.0
9bs0m8vq.wav,9bs0m8vq.wav,,,0,True,Cat,Cat,10.0
ohdu6lgt.wav,ohdu6lgt.wav,,,0,True,Speech,Speech,10.0
ohdu6lgt.wav,ohdu6lgt.wav,,,0,True,Speech,Speech,10.0
ohdu6lgt.wav,ohdu6lgt.wav,,,0,True,Speech,Speech,10.0
ohdu6lgt.wav,ohdu6lgt.wav,,,0,True,Speech,Speech,10.0
ohdu6lgt.wav,ohdu6lgt.wav,,,0,True,Cat,Cat,10.0
ohdu6lgt.wav,ohdu6lgt.wav,,,0,True,Cat,Cat,10.0
ohdu6lgt.wav,ohdu6lgt.wav,,,0,True,Cat,Cat,10.0
ohdu6lgt.wav,ohdu6lgt.wav,,,0,True,Speech,Speech,10.0
rtqx_mki.wav,rtqx_mki.wav,,,0,True,Speech,Speech,10.0
rtqx_mki.wav,rtqx_mki.wav,,,0,True,Blender,Blender,10.0
y4hpe2ui.wav,y4hpe2ui.wav,,,0,True,Vacuum_cleaner,Vacuum_cleaner,10.0
oz2d7j7f.wav,oz2d7j7f.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oz2d7j7f.wav,oz2d7j7f.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oz2d7j7f.wav,oz2d7j7f.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oz2d7j7f.wav,oz2d7j7f.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
oz2d7j7f.wav,oz2d7j7f.wav,,,0,True,Alarm_bell_ringing,Alarm_bell_ringing,10.0
zhd8a7z2.wav,zhd8a7z2.wav,,,0,True,Speech,Speech,10.0
zhd8a7z2.wav,zhd8a7z2.wav,,,0,True,Dishes,Dishes,10.0
zhd8a7z2.wav,zhd8a7z2.wav,,,0,True,Speech,Speech,10.0
zhd8a7z2.wav,zhd8a7z2.wav,,,0,True,Dishes,Dishes,10.0
zhd8a7z2.wav,zhd8a7z2.wav,,,0,True,Dishes,Dishes,10.0
zhd8a7z2.wav,zhd8a7z2.wav,,,0,True,Speech,Speech,10.0
0uvbadyr.wav,0uvbadyr.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
ho4zew30.wav,ho4zew30.wav,,,0,True,Dog,Dog,9.0
ho4zew30.wav,ho4zew30.wav,,,0,True,Dog,Dog,9.0
ho4zew30.wav,ho4zew30.wav,,,0,True,Dog,Dog,9.0
ho4zew30.wav,ho4zew30.wav,,,0,True,Dog,Dog,9.0
ho4zew30.wav,ho4zew30.wav,,,0,True,Dog,Dog,9.0
dbla90fb.wav,dbla90fb.wav,,,0,True,Running_water,Running_water,10.0
hkbn8o54.wav,hkbn8o54.wav,,,0,True,Electric_shaver_toothbrush,Electric_shaver_toothbrush,10.0
rz328fvk.wav,rz328fvk.wav,,,0,True,Cat,Cat,10.0
rz328fvk.wav,rz328fvk.wav,,,0,True,Cat,Cat,10.0
rz328fvk.wav,rz328fvk.wav,,,0,True,Cat,Cat,10.0
83icuqu7.wav,83icuqu7.wav,,,0,True,Speech,Speech,10.0
83icuqu7.wav,83icuqu7.wav,,,0,True,Blender,Blender,10.0
